Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530094612
Firmware Version,2.4
Calibration Date,11/12/2009
Test Name,8530B_2-5_021
Test Start Time,12:13:03 PM
Test Start Date,06/15/2011
Test Length [D:H:M],0:0:48
Test Interval [M:S],0:1
Mass Average [mg/m3],0.029
Mass Minimum [mg/m3],0.022
Mass Maximum [mg/m3],0.064
Mass TWA [mg/m3],0.003
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,2897

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.032,,
2,0.032,,
3,0.040,,
4,0.064,,
5,0.032,,
6,0.030,,
7,0.028,,
8,0.030,,
9,0.032,,
10,0.034,,
11,0.035,,
12,0.035,,
13,0.033,,
14,0.033,,
15,0.034,,
16,0.037,,
17,0.041,,
18,0.041,,
19,0.040,,
20,0.037,,
21,0.037,,
22,0.037,,
23,0.036,,
24,0.034,,
25,0.036,,
26,0.036,,
27,0.034,,
28,0.034,,
29,0.035,,
30,0.038,,
31,0.037,,
32,0.035,,
33,0.036,,
34,0.035,,
35,0.033,,
36,0.033,,
37,0.033,,
38,0.032,,
39,0.033,,
40,0.034,,
41,0.034,,
42,0.034,,
43,0.033,,
44,0.034,,
45,0.033,,
46,0.035,,
47,0.036,,
48,0.035,,
49,0.032,,
50,0.034,,
51,0.035,,
52,0.034,,
53,0.034,,
54,0.032,,
55,0.034,,
56,0.036,,
57,0.035,,
58,0.033,,
59,0.033,,
60,0.037,,
61,0.036,,
62,0.032,,
63,0.034,,
64,0.034,,
65,0.034,,
66,0.036,,
67,0.035,,
68,0.034,,
69,0.036,,
70,0.035,,
71,0.041,,
72,0.043,,
73,0.043,,
74,0.041,,
75,0.044,,
76,0.042,,
77,0.043,,
78,0.042,,
79,0.041,,
80,0.039,,
81,0.037,,
82,0.039,,
83,0.037,,
84,0.037,,
85,0.035,,
86,0.031,,
87,0.029,,
88,0.029,,
89,0.029,,
90,0.029,,
91,0.029,,
92,0.030,,
93,0.032,,
94,0.033,,
95,0.032,,
96,0.032,,
97,0.034,,
98,0.033,,
99,0.031,,
100,0.032,,
101,0.031,,
102,0.032,,
103,0.034,,
104,0.034,,
105,0.033,,
106,0.033,,
107,0.032,,
108,0.032,,
109,0.031,,
110,0.032,,
111,0.031,,
112,0.030,,
113,0.032,,
114,0.032,,
115,0.028,,
116,0.030,,
117,0.030,,
118,0.032,,
119,0.035,,
120,0.032,,
121,0.031,,
122,0.032,,
123,0.031,,
124,0.032,,
125,0.031,,
126,0.032,,
127,0.032,,
128,0.028,,
129,0.029,,
130,0.030,,
131,0.030,,
132,0.029,,
133,0.032,,
134,0.032,,
135,0.028,,
136,0.030,,
137,0.033,,
138,0.030,,
139,0.032,,
140,0.033,,
141,0.033,,
142,0.032,,
143,0.030,,
144,0.029,,
145,0.030,,
146,0.031,,
147,0.032,,
148,0.031,,
149,0.031,,
150,0.033,,
151,0.034,,
152,0.035,,
153,0.033,,
154,0.032,,
155,0.030,,
156,0.031,,
157,0.033,,
158,0.032,,
159,0.031,,
160,0.031,,
161,0.033,,
162,0.030,,
163,0.031,,
164,0.031,,
165,0.032,,
166,0.031,,
167,0.032,,
168,0.033,,
169,0.032,,
170,0.033,,
171,0.033,,
172,0.030,,
173,0.031,,
174,0.032,,
175,0.034,,
176,0.033,,
177,0.032,,
178,0.033,,
179,0.032,,
180,0.030,,
181,0.032,,
182,0.032,,
183,0.031,,
184,0.033,,
185,0.029,,
186,0.031,,
187,0.035,,
188,0.034,,
189,0.032,,
190,0.035,,
191,0.034,,
192,0.032,,
193,0.031,,
194,0.032,,
195,0.034,,
196,0.035,,
197,0.033,,
198,0.031,,
199,0.033,,
200,0.032,,
201,0.030,,
202,0.030,,
203,0.032,,
204,0.031,,
205,0.032,,
206,0.032,,
207,0.032,,
208,0.032,,
209,0.033,,
210,0.032,,
211,0.031,,
212,0.031,,
213,0.031,,
214,0.030,,
215,0.030,,
216,0.032,,
217,0.032,,
218,0.032,,
219,0.030,,
220,0.032,,
221,0.030,,
222,0.031,,
223,0.031,,
224,0.032,,
225,0.033,,
226,0.035,,
227,0.036,,
228,0.033,,
229,0.031,,
230,0.031,,
231,0.032,,
232,0.033,,
233,0.033,,
234,0.035,,
235,0.033,,
236,0.035,,
237,0.036,,
238,0.034,,
239,0.036,,
240,0.033,,
241,0.031,,
242,0.032,,
243,0.032,,
244,0.031,,
245,0.032,,
246,0.032,,
247,0.033,,
248,0.033,,
249,0.034,,
250,0.032,,
251,0.031,,
252,0.031,,
253,0.032,,
254,0.030,,
255,0.031,,
256,0.034,,
257,0.033,,
258,0.031,,
259,0.031,,
260,0.030,,
261,0.031,,
262,0.031,,
263,0.035,,
264,0.034,,
265,0.032,,
266,0.030,,
267,0.030,,
268,0.032,,
269,0.031,,
270,0.031,,
271,0.033,,
272,0.034,,
273,0.033,,
274,0.033,,
275,0.032,,
276,0.031,,
277,0.032,,
278,0.031,,
279,0.031,,
280,0.030,,
281,0.030,,
282,0.032,,
283,0.030,,
284,0.030,,
285,0.030,,
286,0.033,,
287,0.035,,
288,0.031,,
289,0.030,,
290,0.032,,
291,0.033,,
292,0.033,,
293,0.032,,
294,0.032,,
295,0.031,,
296,0.032,,
297,0.031,,
298,0.029,,
299,0.031,,
300,0.032,,
301,0.031,,
302,0.031,,
303,0.031,,
304,0.031,,
305,0.029,,
306,0.030,,
307,0.029,,
308,0.028,,
309,0.029,,
310,0.028,,
311,0.031,,
312,0.031,,
313,0.031,,
314,0.032,,
315,0.033,,
316,0.031,,
317,0.032,,
318,0.033,,
319,0.034,,
320,0.037,,
321,0.043,,
322,0.045,,
323,0.050,,
324,0.045,,
325,0.036,,
326,0.034,,
327,0.036,,
328,0.038,,
329,0.032,,
330,0.032,,
331,0.037,,
332,0.038,,
333,0.035,,
334,0.033,,
335,0.031,,
336,0.029,,
337,0.029,,
338,0.028,,
339,0.030,,
340,0.029,,
341,0.027,,
342,0.028,,
343,0.029,,
344,0.029,,
345,0.028,,
346,0.030,,
347,0.030,,
348,0.027,,
349,0.028,,
350,0.028,,
351,0.029,,
352,0.028,,
353,0.029,,
354,0.028,,
355,0.029,,
356,0.030,,
357,0.029,,
358,0.031,,
359,0.031,,
360,0.031,,
361,0.030,,
362,0.030,,
363,0.030,,
364,0.030,,
365,0.028,,
366,0.027,,
367,0.029,,
368,0.028,,
369,0.026,,
370,0.028,,
371,0.029,,
372,0.027,,
373,0.025,,
374,0.025,,
375,0.027,,
376,0.027,,
377,0.028,,
378,0.030,,
379,0.028,,
380,0.028,,
381,0.030,,
382,0.028,,
383,0.028,,
384,0.028,,
385,0.027,,
386,0.031,,
387,0.031,,
388,0.028,,
389,0.030,,
390,0.029,,
391,0.030,,
392,0.031,,
393,0.031,,
394,0.032,,
395,0.030,,
396,0.031,,
397,0.035,,
398,0.035,,
399,0.034,,
400,0.031,,
401,0.028,,
402,0.029,,
