Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530100707
Firmware Version,2.8
Calibration Date,06/27/2011
Test Name,8530C_2-5_003
Test Start Time,03:22:16 PM
Test Start Date,12/20/2011
Test Length [D:H:M],0:2:0
Test Interval [M:S],0:1
Mass Average [mg/m3],0.063
Mass Minimum [mg/m3],0.021
Mass Maximum [mg/m3],34.1
Mass TWA [mg/m3],0.016
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,7200

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.052,,
2,0.051,,
3,0.049,,
4,0.047,,
5,0.049,,
6,0.053,,
7,0.050,,
8,0.047,,
9,0.048,,
10,0.044,,
11,0.046,,
12,0.044,,
13,0.043,,
14,0.044,,
15,0.044,,
16,0.043,,
17,0.044,,
18,0.044,,
19,0.043,,
20,0.044,,
21,0.044,,
22,0.043,,
23,0.041,,
24,0.039,,
25,0.039,,
26,0.042,,
27,0.042,,
28,0.043,,
29,0.043,,
30,0.042,,
31,0.040,,
32,0.042,,
33,0.041,,
34,0.042,,
35,0.041,,
36,0.041,,
37,0.043,,
38,0.042,,
39,0.040,,
40,0.042,,
41,0.042,,
42,0.040,,
43,0.040,,
44,0.041,,
45,0.043,,
46,0.043,,
47,0.042,,
48,0.041,,
49,0.040,,
50,0.039,,
51,0.040,,
52,0.040,,
53,0.040,,
54,0.040,,
55,0.040,,
56,0.040,,
57,0.041,,
58,0.042,,
59,0.043,,
60,0.043,,
61,0.042,,
62,0.043,,
63,0.045,,
64,0.044,,
65,0.042,,
66,0.042,,
67,0.042,,
68,0.041,,
69,0.040,,
70,0.043,,
71,0.042,,
72,0.041,,
73,0.041,,
74,0.041,,
75,0.041,,
76,0.041,,
77,0.041,,
78,0.041,,
79,0.039,,
80,0.041,,
81,0.043,,
82,0.041,,
83,0.041,,
84,0.041,,
85,0.040,,
86,0.040,,
87,0.041,,
88,0.040,,
89,0.039,,
90,0.038,,
91,0.040,,
92,0.040,,
93,0.040,,
94,0.040,,
95,0.040,,
96,0.040,,
97,0.041,,
98,0.042,,
99,0.041,,
100,0.041,,
101,0.041,,
102,0.042,,
103,0.042,,
104,0.040,,
105,0.039,,
106,0.038,,
107,0.039,,
108,0.040,,
109,0.040,,
110,0.040,,
111,0.041,,
112,0.042,,
113,0.041,,
114,0.039,,
115,0.039,,
116,0.039,,
117,0.039,,
118,0.038,,
119,0.038,,
120,0.039,,
121,0.040,,
122,0.040,,
123,0.040,,
124,0.040,,
125,0.039,,
126,0.038,,
127,0.040,,
128,0.039,,
129,0.038,,
130,0.040,,
131,0.040,,
132,0.039,,
133,0.039,,
134,0.039,,
135,0.040,,
136,0.040,,
137,0.039,,
138,0.039,,
139,0.039,,
140,0.038,,
141,0.039,,
142,0.040,,
143,0.040,,
144,0.040,,
145,0.038,,
146,0.038,,
147,0.038,,
148,0.039,,
149,0.038,,
150,0.036,,
151,0.040,,
152,0.042,,
153,0.039,,
154,0.040,,
155,0.040,,
156,0.040,,
157,0.039,,
158,0.040,,
159,0.038,,
160,0.037,,
161,0.038,,
162,0.039,,
163,0.039,,
164,0.039,,
165,0.039,,
166,0.038,,
167,0.038,,
168,0.040,,
169,0.038,,
170,0.036,,
171,0.036,,
172,0.038,,
173,0.037,,
174,0.037,,
175,0.038,,
176,0.038,,
177,0.038,,
178,0.040,,
179,0.042,,
180,0.042,,
181,0.040,,
182,0.039,,
183,0.040,,
184,0.040,,
185,0.039,,
186,0.039,,
187,0.039,,
188,0.039,,
189,0.039,,
190,0.039,,
191,0.040,,
192,0.039,,
193,0.039,,
194,0.041,,
195,0.040,,
196,0.040,,
197,0.040,,
198,0.040,,
199,0.040,,
200,0.039,,
201,0.039,,
202,0.042,,
203,0.044,,
204,0.041,,
205,0.040,,
206,0.040,,
207,0.040,,
208,0.039,,
209,0.039,,
210,0.039,,
211,0.041,,
212,0.041,,
213,0.038,,
214,0.038,,
215,0.037,,
216,0.039,,
217,0.039,,
218,0.039,,
219,0.040,,
220,0.040,,
221,0.041,,
222,0.040,,
223,0.039,,
224,0.039,,
225,0.039,,
226,0.039,,
227,0.040,,
228,0.039,,
229,0.039,,
230,0.041,,
231,0.040,,
232,0.040,,
233,0.040,,
234,0.039,,
235,0.039,,
236,0.041,,
237,0.041,,
238,0.040,,
239,0.038,,
240,0.039,,
241,0.039,,
242,0.038,,
243,0.039,,
244,0.039,,
245,0.039,,
246,0.039,,
247,0.041,,
248,0.040,,
249,0.041,,
250,0.041,,
251,0.040,,
252,0.041,,
253,0.040,,
254,0.039,,
255,0.038,,
256,0.040,,
257,0.039,,
258,0.039,,
259,0.039,,
260,0.040,,
261,0.040,,
262,0.040,,
263,0.042,,
264,0.041,,
265,0.041,,
266,0.041,,
267,0.040,,
