Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530091203
Firmware Version,2.6
Calibration Date,07/24/2010
Test Name,8530A_2-5_005
Test Start Time,02:02:07 PM
Test Start Date,06/25/2012
Test Length [D:H:M],0:1:21
Test Interval [M:S],0:1
Mass Average [mg/m3],0.004
Mass Minimum [mg/m3],0.001
Mass Maximum [mg/m3],0.043
Mass TWA [mg/m3],0.001
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,4918

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.003,,
2,0.003,,
3,0.004,,
4,0.023,,
5,0.035,,
6,0.004,,
7,0.004,,
8,0.006,,
9,0.005,,
10,0.003,,
11,0.003,,
12,0.003,,
13,0.003,,
14,0.004,,
15,0.004,,
16,0.005,,
17,0.004,,
18,0.004,,
19,0.004,,
20,0.004,,
21,0.004,,
22,0.004,,
23,0.004,,
24,0.004,,
25,0.003,,
26,0.003,,
27,0.003,,
28,0.005,,
29,0.005,,
30,0.004,,
31,0.005,,
32,0.003,,
33,0.004,,
34,0.004,,
35,0.004,,
36,0.004,,
37,0.004,,
38,0.004,,
39,0.004,,
40,0.004,,
41,0.004,,
42,0.004,,
43,0.004,,
44,0.005,,
45,0.004,,
46,0.005,,
47,0.004,,
48,0.004,,
49,0.005,,
50,0.004,,
51,0.004,,
52,0.004,,
53,0.005,,
54,0.005,,
55,0.005,,
56,0.005,,
57,0.005,,
58,0.005,,
59,0.004,,
60,0.005,,
61,0.005,,
62,0.004,,
63,0.004,,
64,0.004,,
65,0.004,,
66,0.004,,
67,0.005,,
68,0.004,,
69,0.004,,
70,0.005,,
71,0.005,,
72,0.004,,
73,0.005,,
74,0.006,,
75,0.006,,
76,0.007,,
77,0.006,,
78,0.006,,
79,0.006,,
80,0.005,,
81,0.005,,
82,0.005,,
83,0.005,,
84,0.004,,
85,0.004,,
86,0.004,,
87,0.004,,
88,0.005,,
89,0.005,,
90,0.006,,
91,0.005,,
92,0.005,,
93,0.005,,
94,0.005,,
95,0.005,,
96,0.005,,
97,0.005,,
98,0.005,,
99,0.005,,
100,0.005,,
101,0.005,,
102,0.006,,
103,0.005,,
104,0.005,,
105,0.005,,
106,0.004,,
107,0.004,,
108,0.004,,
109,0.004,,
110,0.003,,
111,0.004,,
112,0.004,,
113,0.004,,
114,0.005,,
115,0.005,,
116,0.004,,
117,0.004,,
118,0.005,,
119,0.004,,
120,0.004,,
121,0.004,,
122,0.004,,
123,0.004,,
124,0.004,,
125,0.004,,
126,0.004,,
127,0.004,,
128,0.005,,
129,0.004,,
130,0.004,,
131,0.004,,
132,0.004,,
133,0.004,,
134,0.004,,
135,0.005,,
136,0.004,,
137,0.004,,
138,0.004,,
139,0.004,,
140,0.004,,
141,0.003,,
142,0.004,,
143,0.004,,
144,0.004,,
145,0.005,,
146,0.004,,
147,0.003,,
148,0.004,,
149,0.005,,
150,0.007,,
151,0.007,,
152,0.004,,
153,0.004,,
154,0.004,,
155,0.004,,
156,0.004,,
157,0.004,,
158,0.004,,
159,0.004,,
160,0.005,,
161,0.004,,
162,0.004,,
163,0.004,,
164,0.004,,
165,0.004,,
166,0.004,,
167,0.004,,
168,0.004,,
169,0.004,,
170,0.004,,
171,0.004,,
172,0.004,,
173,0.004,,
174,0.004,,
175,0.004,,
176,0.004,,
177,0.005,,
178,0.008,,
179,0.005,,
180,0.008,,
181,0.012,,
182,0.008,,
183,0.007,,
184,0.006,,
185,0.005,,
186,0.006,,
187,0.006,,
188,0.018,,
189,0.021,,
190,0.010,,
191,0.009,,
192,0.008,,
193,0.005,,
194,0.004,,
195,0.004,,
196,0.004,,
197,0.004,,
198,0.004,,
199,0.004,,
200,0.004,,
201,0.004,,
202,0.004,,
203,0.004,,
204,0.004,,
205,0.003,,
206,0.003,,
207,0.003,,
208,0.004,,
209,0.004,,
210,0.005,,
211,0.005,,
212,0.004,,
213,0.004,,
214,0.004,,
215,0.004,,
216,0.004,,
217,0.004,,
218,0.004,,
219,0.004,,
220,0.004,,
221,0.004,,
222,0.004,,
223,0.003,,
224,0.003,,
225,0.003,,
226,0.004,,
227,0.004,,
228,0.004,,
229,0.004,,
230,0.004,,
231,0.005,,
232,0.004,,
233,0.004,,
234,0.005,,
235,0.005,,
236,0.003,,
237,0.003,,
238,0.005,,
239,0.004,,
240,0.004,,
241,0.004,,
242,0.004,,
243,0.004,,
244,0.004,,
245,0.004,,
246,0.004,,
247,0.004,,
248,0.004,,
249,0.004,,
250,0.003,,
251,0.004,,
252,0.004,,
253,0.004,,
254,0.004,,
255,0.004,,
256,0.004,,
257,0.005,,
