Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530094612
Firmware Version,2.10
Calibration Date,06/19/2012
Test Name,8530B_2-5_004
Test Start Time,11:43:59 AM
Test Start Date,12/03/2012
Test Length [D:H:M],0:0:57
Test Interval [M:S],0:1
Mass Average [mg/m3],0.038
Mass Minimum [mg/m3],0.019
Mass Maximum [mg/m3],0.210
Mass TWA [mg/m3],0.004
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,3422

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.039,,
2,0.038,,
3,0.038,,
4,0.038,,
5,0.040,,
6,0.039,,
7,0.042,,
8,0.043,,
9,0.039,,
10,0.038,,
11,0.038,,
12,0.039,,
13,0.034,,
14,0.036,,
15,0.035,,
16,0.036,,
17,0.039,,
18,0.037,,
19,0.039,,
20,0.041,,
21,0.040,,
22,0.040,,
23,0.044,,
24,0.047,,
25,0.049,,
26,0.048,,
27,0.046,,
28,0.047,,
29,0.046,,
30,0.043,,
31,0.042,,
32,0.041,,
33,0.039,,
34,0.038,,
35,0.039,,
36,0.040,,
37,0.041,,
38,0.041,,
39,0.042,,
40,0.041,,
41,0.042,,
42,0.041,,
43,0.041,,
44,0.040,,
45,0.041,,
46,0.039,,
47,0.039,,
48,0.041,,
49,0.042,,
50,0.042,,
51,0.042,,
52,0.043,,
53,0.043,,
54,0.041,,
55,0.040,,
56,0.040,,
57,0.040,,
58,0.040,,
59,0.041,,
60,0.041,,
61,0.042,,
62,0.043,,
63,0.044,,
64,0.043,,
65,0.043,,
66,0.045,,
67,0.045,,
68,0.042,,
69,0.043,,
70,0.043,,
71,0.040,,
72,0.041,,
73,0.042,,
74,0.042,,
75,0.041,,
76,0.041,,
77,0.041,,
78,0.042,,
79,0.040,,
80,0.040,,
81,0.043,,
82,0.042,,
83,0.040,,
84,0.040,,
85,0.038,,
86,0.040,,
87,0.040,,
88,0.040,,
89,0.042,,
90,0.042,,
91,0.041,,
92,0.041,,
93,0.041,,
94,0.042,,
95,0.041,,
96,0.040,,
97,0.041,,
98,0.041,,
99,0.039,,
100,0.039,,
101,0.041,,
102,0.040,,
103,0.040,,
104,0.040,,
105,0.039,,
106,0.041,,
107,0.040,,
108,0.039,,
109,0.040,,
110,0.040,,
111,0.041,,
112,0.042,,
113,0.041,,
114,0.040,,
115,0.040,,
116,0.041,,
117,0.041,,
118,0.040,,
119,0.042,,
120,0.041,,
121,0.041,,
122,0.041,,
123,0.042,,
124,0.041,,
125,0.042,,
126,0.044,,
127,0.044,,
128,0.040,,
129,0.042,,
130,0.043,,
131,0.043,,
132,0.043,,
133,0.042,,
134,0.043,,
135,0.042,,
136,0.042,,
137,0.042,,
138,0.042,,
139,0.043,,
140,0.044,,
141,0.044,,
142,0.041,,
143,0.041,,
144,0.042,,
145,0.042,,
146,0.041,,
147,0.043,,
148,0.043,,
149,0.041,,
150,0.042,,
151,0.042,,
152,0.041,,
153,0.042,,
154,0.042,,
155,0.044,,
156,0.044,,
157,0.042,,
158,0.041,,
159,0.042,,
160,0.043,,
161,0.044,,
162,0.043,,
163,0.044,,
164,0.044,,
165,0.044,,
166,0.044,,
167,0.042,,
168,0.040,,
169,0.041,,
170,0.043,,
171,0.042,,
172,0.042,,
173,0.041,,
174,0.042,,
175,0.042,,
176,0.042,,
177,0.040,,
178,0.042,,
179,0.044,,
180,0.043,,
181,0.040,,
182,0.041,,
183,0.043,,
184,0.044,,
185,0.042,,
186,0.044,,
187,0.044,,
188,0.042,,
189,0.042,,
190,0.040,,
191,0.040,,
192,0.042,,
193,0.042,,
194,0.043,,
195,0.044,,
196,0.043,,
197,0.042,,
198,0.042,,
199,0.042,,
200,0.042,,
201,0.042,,
202,0.041,,
203,0.041,,
204,0.043,,
205,0.044,,
206,0.042,,
207,0.040,,
208,0.040,,
209,0.040,,
210,0.040,,
211,0.042,,
212,0.042,,
213,0.044,,
214,0.040,,
215,0.040,,
216,0.041,,
217,0.042,,
218,0.042,,
219,0.042,,
220,0.043,,
221,0.043,,
222,0.043,,
223,0.041,,
224,0.040,,
225,0.040,,
226,0.043,,
227,0.044,,
228,0.043,,
229,0.042,,
230,0.045,,
231,0.045,,
232,0.042,,
233,0.043,,
234,0.044,,
235,0.041,,
236,0.041,,
237,0.044,,
238,0.044,,
239,0.042,,
240,0.042,,
241,0.042,,
242,0.041,,
243,0.041,,
244,0.042,,
245,0.043,,
246,0.043,,
247,0.041,,
248,0.040,,
249,0.041,,
250,0.041,,
251,0.040,,
252,0.041,,
253,0.042,,
254,0.043,,
255,0.043,,
256,0.040,,
257,0.040,,
258,0.041,,
259,0.041,,
260,0.042,,
261,0.042,,
262,0.042,,
263,0.042,,
264,0.041,,
265,0.041,,
266,0.040,,
267,0.042,,
268,0.041,,
269,0.040,,
270,0.040,,
271,0.041,,
272,0.043,,
273,0.041,,
274,0.041,,
275,0.043,,
276,0.042,,
277,0.041,,
278,0.041,,
279,0.043,,
280,0.041,,
281,0.040,,
282,0.040,,
283,0.041,,
284,0.041,,
285,0.040,,
286,0.041,,
287,0.041,,
288,0.042,,
289,0.040,,
290,0.041,,
291,0.042,,
292,0.041,,
293,0.041,,
294,0.040,,
295,0.040,,
296,0.043,,
297,0.042,,
298,0.040,,
299,0.042,,
300,0.042,,
301,0.042,,
302,0.042,,
303,0.041,,
304,0.041,,
305,0.041,,
306,0.042,,
307,0.043,,
308,0.042,,
309,0.041,,
310,0.042,,
311,0.041,,
312,0.040,,
313,0.041,,
314,0.041,,
315,0.041,,
316,0.041,,
317,0.043,,
318,0.041,,
319,0.040,,
320,0.040,,
321,0.040,,
322,0.041,,
323,0.041,,
324,0.041,,
325,0.042,,
326,0.040,,
327,0.040,,
328,0.041,,
329,0.041,,
330,0.042,,
331,0.042,,
332,0.042,,
333,0.043,,
334,0.042,,
335,0.043,,
336,0.042,,
337,0.043,,
338,0.043,,
339,0.044,,
340,0.044,,
341,0.045,,
342,0.046,,
343,0.042,,
344,0.044,,
345,0.043,,
346,0.041,,
347,0.043,,
348,0.044,,
349,0.041,,
350,0.042,,
351,0.041,,
352,0.041,,
353,0.042,,
354,0.042,,
355,0.041,,
356,0.041,,
357,0.041,,
358,0.041,,
359,0.041,,
360,0.041,,
361,0.041,,
362,0.040,,
363,0.041,,
364,0.042,,
365,0.042,,
366,0.041,,
367,0.042,,
368,0.042,,
369,0.043,,
370,0.041,,
371,0.040,,
372,0.042,,
373,0.041,,
374,0.041,,
375,0.042,,
376,0.042,,
377,0.041,,
378,0.041,,
379,0.043,,
380,0.043,,
381,0.044,,
382,0.042,,
383,0.041,,
384,0.044,,
385,0.044,,
386,0.040,,
387,0.041,,
388,0.041,,
389,0.043,,
390,0.042,,
391,0.040,,
392,0.041,,
393,0.042,,
394,0.042,,
395,0.044,,
396,0.043,,
397,0.042,,
398,0.042,,
399,0.042,,
400,0.043,,
401,0.044,,
402,0.042,,
403,0.040,,
404,0.039,,
405,0.039,,
406,0.040,,
407,0.043,,
408,0.041,,
409,0.042,,
410,0.041,,
411,0.041,,
412,0.043,,
413,0.042,,
414,0.040,,
415,0.042,,
416,0.042,,
417,0.042,,
418,0.043,,
419,0.042,,
420,0.041,,
421,0.040,,
422,0.040,,
423,0.039,,
424,0.038,,
425,0.040,,
426,0.042,,
427,0.040,,
428,0.040,,
429,0.044,,
430,0.043,,
431,0.044,,
432,0.043,,
433,0.041,,
434,0.041,,
435,0.040,,
436,0.041,,
437,0.041,,
438,0.040,,
439,0.040,,
440,0.043,,
441,0.042,,
442,0.040,,
443,0.039,,
444,0.040,,
445,0.041,,
446,0.041,,
447,0.041,,
448,0.042,,
449,0.043,,
450,0.042,,
451,0.042,,
452,0.042,,
453,0.041,,
454,0.040,,
455,0.040,,
456,0.040,,
457,0.040,,
458,0.041,,
459,0.040,,
460,0.040,,
461,0.041,,
462,0.041,,
463,0.041,,
464,0.040,,
465,0.038,,
466,0.039,,
467,0.040,,
468,0.041,,
469,0.041,,
470,0.041,,
471,0.042,,
472,0.042,,
473,0.041,,
474,0.041,,
475,0.043,,
476,0.042,,
477,0.044,,
478,0.044,,
479,0.043,,
480,0.042,,
481,0.041,,
482,0.040,,
483,0.041,,
484,0.044,,
485,0.042,,
486,0.041,,
487,0.041,,
488,0.043,,
489,0.044,,
490,0.044,,
491,0.041,,
492,0.041,,
493,0.042,,
494,0.041,,
495,0.040,,
496,0.041,,
497,0.042,,
498,0.041,,
499,0.041,,
500,0.040,,
501,0.042,,
502,0.042,,
503,0.040,,
504,0.042,,
505,0.041,,
506,0.040,,
507,0.040,,
508,0.039,,
509,0.041,,
510,0.041,,
511,0.040,,
512,0.040,,
513,0.039,,
514,0.040,,
515,0.041,,
516,0.041,,
517,0.040,,
518,0.039,,
519,0.039,,
520,0.040,,
521,0.041,,
522,0.040,,
523,0.040,,
524,0.041,,
525,0.042,,
526,0.040,,
527,0.041,,
528,0.041,,
529,0.040,,
530,0.041,,
531,0.041,,
532,0.040,,
533,0.040,,
534,0.041,,
535,0.040,,
536,0.042,,
537,0.042,,
538,0.043,,
539,0.040,,
540,0.040,,
541,0.040,,
542,0.040,,
543,0.041,,
544,0.042,,
545,0.041,,
546,0.041,,
547,0.041,,
548,0.043,,
