Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530094612
Firmware Version,2.4
Calibration Date,11/12/2009
Test Name,8530B_2-5_015
Test Start Time,11:54:28 AM
Test Start Date,06/09/2011
Test Length [D:H:M],0:0:48
Test Interval [M:S],0:1
Mass Average [mg/m3],0.019
Mass Minimum [mg/m3],0.015
Mass Maximum [mg/m3],0.237
Mass TWA [mg/m3],0.002
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,2915

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.017,,
2,0.019,,
3,0.021,,
4,0.019,,
5,0.020,,
6,0.021,,
7,0.021,,
8,0.020,,
9,0.018,,
10,0.020,,
11,0.021,,
12,0.022,,
13,0.022,,
14,0.020,,
15,0.020,,
16,0.021,,
17,0.021,,
18,0.022,,
19,0.021,,
20,0.021,,
21,0.021,,
22,0.022,,
23,0.023,,
24,0.022,,
25,0.021,,
26,0.022,,
27,0.021,,
28,0.019,,
29,0.019,,
30,0.021,,
31,0.022,,
32,0.021,,
33,0.021,,
34,0.020,,
35,0.021,,
36,0.021,,
37,0.021,,
38,0.022,,
39,0.021,,
40,0.021,,
41,0.021,,
42,0.020,,
43,0.019,,
44,0.021,,
45,0.020,,
46,0.020,,
47,0.021,,
48,0.021,,
49,0.020,,
50,0.019,,
51,0.018,,
52,0.019,,
53,0.020,,
54,0.019,,
55,0.019,,
56,0.019,,
57,0.020,,
58,0.021,,
59,0.020,,
60,0.019,,
61,0.021,,
62,0.022,,
63,0.020,,
64,0.018,,
65,0.019,,
66,0.020,,
67,0.019,,
68,0.020,,
69,0.020,,
70,0.021,,
71,0.021,,
72,0.021,,
73,0.020,,
74,0.021,,
75,0.021,,
76,0.021,,
77,0.020,,
78,0.020,,
79,0.022,,
80,0.022,,
81,0.023,,
82,0.023,,
83,0.021,,
84,0.020,,
85,0.021,,
86,0.021,,
87,0.022,,
88,0.023,,
89,0.021,,
90,0.019,,
91,0.018,,
92,0.019,,
93,0.020,,
94,0.020,,
95,0.021,,
96,0.022,,
97,0.021,,
98,0.019,,
99,0.018,,
100,0.019,,
101,0.021,,
102,0.021,,
103,0.021,,
104,0.020,,
105,0.020,,
106,0.022,,
107,0.020,,
108,0.020,,
109,0.020,,
110,0.021,,
111,0.023,,
112,0.022,,
113,0.019,,
114,0.018,,
115,0.018,,
116,0.020,,
117,0.021,,
118,0.020,,
119,0.021,,
120,0.020,,
121,0.018,,
122,0.019,,
123,0.019,,
124,0.019,,
125,0.019,,
126,0.018,,
127,0.019,,
128,0.019,,
129,0.018,,
130,0.017,,
131,0.019,,
132,0.021,,
133,0.021,,
134,0.021,,
135,0.021,,
136,0.020,,
137,0.021,,
138,0.019,,
139,0.020,,
140,0.020,,
141,0.020,,
142,0.021,,
143,0.019,,
144,0.020,,
145,0.021,,
146,0.019,,
147,0.018,,
148,0.018,,
149,0.020,,
150,0.019,,
151,0.018,,
152,0.018,,
153,0.018,,
154,0.019,,
155,0.019,,
156,0.019,,
157,0.019,,
158,0.018,,
159,0.018,,
160,0.020,,
161,0.021,,
162,0.020,,
163,0.019,,
164,0.019,,
165,0.020,,
166,0.019,,
167,0.018,,
168,0.019,,
169,0.020,,
170,0.019,,
171,0.020,,
172,0.020,,
173,0.020,,
174,0.021,,
175,0.021,,
176,0.020,,
177,0.019,,
178,0.019,,
179,0.020,,
180,0.020,,
181,0.020,,
182,0.023,,
183,0.022,,
184,0.021,,
185,0.022,,
186,0.020,,
187,0.019,,
188,0.020,,
189,0.021,,
190,0.020,,
191,0.018,,
192,0.018,,
193,0.018,,
194,0.019,,
195,0.019,,
196,0.019,,
197,0.018,,
198,0.017,,
199,0.018,,
200,0.017,,
201,0.019,,
202,0.020,,
203,0.020,,
204,0.019,,
205,0.019,,
206,0.019,,
207,0.020,,
208,0.021,,
209,0.019,,
210,0.019,,
211,0.020,,
212,0.021,,
213,0.019,,
214,0.017,,
215,0.018,,
216,0.020,,
217,0.019,,
218,0.020,,
219,0.019,,
220,0.019,,
221,0.018,,
222,0.020,,
223,0.021,,
224,0.021,,
225,0.021,,
226,0.021,,
227,0.019,,
228,0.018,,
229,0.020,,
230,0.021,,
231,0.020,,
232,0.019,,
233,0.018,,
234,0.017,,
235,0.018,,
236,0.019,,
237,0.020,,
238,0.019,,
239,0.018,,
240,0.017,,
241,0.018,,
242,0.019,,
