Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530100707
Firmware Version,2.8
Calibration Date,06/27/2011
Test Name,8530C_2-5_002
Test Start Time,10:59:31 AM
Test Start Date,08/02/2011
Test Length [D:H:M],0:1:0
Test Interval [M:S],0:1
Mass Average [mg/m3],0.012
Mass Minimum [mg/m3],0.006
Mass Maximum [mg/m3],0.061
Mass TWA [mg/m3],0.002
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,3630

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.013,,
2,0.013,,
3,0.012,,
4,0.013,,
5,0.012,,
6,0.012,,
7,0.013,,
8,0.014,,
9,0.013,,
10,0.013,,
11,0.013,,
12,0.013,,
13,0.013,,
14,0.011,,
15,0.012,,
16,0.014,,
17,0.013,,
18,0.014,,
19,0.015,,
20,0.012,,
21,0.013,,
22,0.013,,
23,0.012,,
24,0.013,,
25,0.014,,
26,0.014,,
27,0.014,,
28,0.013,,
29,0.012,,
30,0.013,,
31,0.013,,
32,0.012,,
33,0.013,,
34,0.013,,
35,0.013,,
36,0.012,,
37,0.013,,
38,0.014,,
39,0.014,,
40,0.014,,
41,0.013,,
42,0.014,,
43,0.013,,
44,0.014,,
45,0.014,,
46,0.013,,
47,0.014,,
48,0.015,,
49,0.014,,
50,0.014,,
51,0.013,,
52,0.013,,
53,0.013,,
54,0.039,,
55,0.061,,
56,0.014,,
57,0.014,,
58,0.013,,
59,0.013,,
60,0.012,,
61,0.013,,
62,0.014,,
63,0.013,,
64,0.013,,
65,0.013,,
66,0.013,,
67,0.012,,
68,0.012,,
69,0.013,,
70,0.013,,
71,0.012,,
72,0.013,,
73,0.013,,
74,0.014,,
75,0.014,,
76,0.014,,
77,0.012,,
78,0.013,,
79,0.013,,
80,0.013,,
81,0.014,,
82,0.014,,
83,0.014,,
84,0.015,,
85,0.014,,
86,0.014,,
87,0.014,,
88,0.014,,
89,0.015,,
90,0.014,,
91,0.014,,
92,0.015,,
93,0.015,,
94,0.015,,
95,0.014,,
96,0.014,,
97,0.014,,
98,0.015,,
99,0.014,,
100,0.015,,
101,0.015,,
102,0.014,,
103,0.014,,
104,0.014,,
105,0.013,,
106,0.014,,
107,0.015,,
108,0.014,,
109,0.014,,
110,0.013,,
111,0.013,,
112,0.014,,
113,0.014,,
114,0.014,,
115,0.014,,
116,0.014,,
117,0.015,,
118,0.014,,
119,0.013,,
120,0.013,,
121,0.013,,
122,0.013,,
123,0.013,,
124,0.012,,
125,0.012,,
126,0.012,,
127,0.012,,
128,0.013,,
129,0.013,,
130,0.013,,
131,0.012,,
132,0.013,,
133,0.017,,
134,0.018,,
135,0.014,,
136,0.012,,
137,0.012,,
138,0.012,,
139,0.012,,
140,0.013,,
141,0.012,,
142,0.012,,
143,0.012,,
144,0.012,,
145,0.012,,
146,0.012,,
147,0.013,,
148,0.013,,
149,0.013,,
150,0.012,,
151,0.012,,
152,0.012,,
153,0.013,,
154,0.012,,
155,0.012,,
156,0.012,,
157,0.014,,
158,0.013,,
159,0.012,,
160,0.012,,
161,0.012,,
162,0.012,,
163,0.012,,
164,0.012,,
165,0.011,,
166,0.012,,
167,0.012,,
168,0.012,,
169,0.011,,
170,0.012,,
171,0.012,,
172,0.012,,
173,0.012,,
174,0.012,,
175,0.012,,
176,0.012,,
