Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530091203
Firmware Version,2.4
Calibration Date,03/19/2010
Test Name,8530A 10.0_002
Test Start Time,07:53:13 PM
Test Start Date,06/16/2010
Test Length [D:H:M],0:1:43
Test Interval [M:S],0:1
Mass Average [mg/m3],0.045
Mass Minimum [mg/m3],0.012
Mass Maximum [mg/m3],27.9
Mass TWA [mg/m3],0.010
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,6201

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.030,,
2,0.033,,
3,0.021,,
4,0.023,,
5,0.031,,
6,0.104,,
7,0.057,,
8,0.020,,
9,0.015,,
10,0.021,,
11,0.734,,
12,1.07,,
13,0.025,,
14,0.029,,
15,0.035,,
16,0.026,,
17,0.017,,
18,0.018,,
19,0.017,,
20,0.017,,
21,0.019,,
22,0.020,,
23,0.017,,
24,0.018,,
25,0.022,,
26,0.028,,
27,0.021,,
28,0.017,,
29,0.017,,
30,0.018,,
31,0.015,,
32,0.014,,
33,0.015,,
34,0.017,,
35,0.017,,
36,0.017,,
37,0.016,,
38,0.016,,
39,0.016,,
40,0.017,,
41,0.015,,
42,0.017,,
43,0.019,,
44,0.016,,
45,0.019,,
46,0.021,,
47,0.016,,
48,0.018,,
49,0.020,,
50,0.016,,
51,0.015,,
52,0.019,,
53,0.019,,
54,0.019,,
55,0.020,,
56,0.026,,
57,0.048,,
58,0.054,,
59,0.020,,
60,0.021,,
61,0.020,,
62,0.020,,
63,0.019,,
64,0.021,,
65,0.022,,
66,0.042,,
67,0.066,,
68,0.052,,
69,0.053,,
70,0.034,,
71,0.035,,
72,0.033,,
73,0.047,,
74,0.036,,
75,0.021,,
76,0.026,,
77,0.021,,
78,0.025,,
79,0.022,,
80,0.024,,
81,0.024,,
82,0.022,,
83,0.015,,
84,0.013,,
85,0.018,,
86,0.021,,
87,0.022,,
88,0.021,,
89,0.019,,
90,0.018,,
91,0.017,,
92,0.035,,
93,0.021,,
94,0.021,,
95,0.025,,
96,0.025,,
97,0.026,,
98,0.022,,
99,0.023,,
100,0.020,,
101,0.017,,
102,0.027,,
103,0.032,,
104,0.028,,
105,0.024,,
106,0.028,,
107,0.030,,
108,0.023,,
109,0.025,,
110,0.026,,
111,0.024,,
112,0.025,,
113,0.026,,
114,0.041,,
115,0.050,,
116,0.050,,
117,0.051,,
118,0.024,,
119,0.022,,
120,0.021,,
121,0.024,,
122,0.025,,
123,0.036,,
124,0.041,,
125,0.023,,
126,0.025,,
127,0.024,,
128,0.020,,
129,0.022,,
130,0.021,,
131,0.021,,
132,0.022,,
133,0.029,,
134,0.023,,
135,0.024,,
136,0.023,,
137,0.022,,
138,0.021,,
139,12.1,,
140,27.9,,
141,0.795,,
142,0.022,,
143,0.021,,
144,0.021,,
145,0.022,,
146,0.024,,
147,0.025,,
148,0.025,,
149,0.023,,
150,0.023,,
151,0.024,,
152,0.024,,
153,0.025,,
154,0.025,,
155,0.025,,
156,0.025,,
157,0.037,,
158,0.030,,
159,0.030,,
160,0.029,,
161,0.022,,
162,0.026,,
163,0.029,,
164,0.025,,
165,0.023,,
166,0.023,,
167,0.023,,
168,0.026,,
169,0.027,,
170,0.027,,
171,0.025,,
172,0.022,,
173,0.022,,
174,0.023,,
175,0.022,,
176,0.022,,
177,0.024,,
178,0.023,,
179,0.022,,
180,0.023,,
181,0.025,,
182,0.025,,
183,0.024,,
184,0.028,,
185,0.028,,
186,0.024,,
187,0.027,,
188,0.028,,
189,0.024,,
190,0.024,,
191,0.022,,
192,0.021,,
193,0.022,,
194,0.021,,
195,0.023,,
196,0.026,,
197,0.024,,
198,0.022,,
199,0.021,,
200,0.023,,
201,0.022,,
202,0.021,,
203,0.023,,
204,0.026,,
205,0.026,,
206,0.025,,
207,0.026,,
208,0.023,,
209,0.023,,
210,0.024,,
211,0.025,,
212,0.024,,
213,0.024,,
214,0.023,,
215,0.022,,
216,0.022,,
217,0.021,,
218,0.021,,
219,0.024,,
220,0.024,,
221,0.023,,
222,0.025,,
223,0.024,,
224,0.026,,
225,0.026,,
226,0.023,,
227,0.025,,
228,0.030,,
229,0.041,,
230,0.028,,
231,0.026,,
232,0.025,,
233,0.022,,
234,0.024,,
235,0.026,,
236,0.025,,
237,0.032,,
238,0.025,,
239,0.025,,
240,0.027,,
241,0.027,,
242,0.027,,
243,0.027,,
244,0.026,,
245,0.031,,
246,0.034,,
247,0.021,,
248,0.023,,
249,0.024,,
250,0.022,,
251,0.022,,
252,0.033,,
253,0.033,,
254,0.024,,
255,0.027,,
256,0.024,,
257,0.020,,
258,0.022,,
259,0.026,,
260,0.026,,
261,0.037,,
262,0.043,,
263,0.025,,
264,0.036,,
265,0.043,,
266,0.026,,
267,0.024,,
268,0.027,,
269,0.029,,
270,0.025,,
271,0.029,,
272,0.024,,
273,0.023,,
274,0.026,,
275,0.028,,
276,0.020,,
277,0.019,,
278,0.020,,
279,0.025,,
280,0.034,,
281,0.027,,
282,0.026,,
283,0.029,,
284,0.027,,
285,0.025,,
286,0.025,,
287,0.022,,
288,0.022,,
289,0.026,,
290,0.025,,
291,0.024,,
292,0.024,,
293,0.024,,
294,0.028,,
295,0.022,,
296,0.019,,
297,0.027,,
298,0.032,,
299,0.028,,
300,0.040,,
301,0.042,,
302,0.027,,
303,0.027,,
304,0.028,,
305,0.022,,
306,0.022,,
307,0.025,,
308,0.024,,
309,0.024,,
310,0.024,,
311,0.026,,
312,0.026,,
313,0.026,,
314,0.029,,
315,0.024,,
316,0.023,,
317,0.028,,
318,1.32,,
319,2.63,,
320,1.15,,
321,1.13,,
322,0.791,,
323,0.381,,
324,0.163,,
325,0.122,,
326,0.114,,
327,0.146,,
328,0.036,,
329,0.034,,
330,0.031,,
331,0.041,,
332,0.116,,
333,0.145,,
334,0.046,,
335,0.097,,
336,0.122,,
337,0.043,,
338,0.035,,
339,0.067,,
340,0.086,,
341,0.050,,
342,0.047,,
343,0.047,,
344,0.098,,
345,0.153,,
346,0.178,,
347,0.708,,
348,0.624,,
349,0.247,,
350,0.358,,
351,0.191,,
352,0.128,,
353,0.085,,
354,0.115,,
355,0.064,,
356,0.033,,
357,0.093,,
358,0.136,,
359,0.107,,
360,0.036,,
361,0.029,,
362,0.153,,
363,0.268,,
364,0.376,,
365,0.492,,
366,0.162,,
367,0.125,,
368,0.131,,
369,0.091,,
370,0.049,,
371,0.045,,
372,0.099,,
373,0.126,,
374,0.259,,
375,0.340,,
376,0.170,,
377,0.189,,
378,0.239,,
379,0.143,,
380,0.103,,
381,0.097,,
382,0.097,,
383,0.137,,
384,0.194,,
385,0.274,,
386,0.320,,
387,0.171,,
388,0.077,,
389,0.055,,
390,0.055,,
391,0.048,,
392,0.041,,
393,0.040,,
394,0.039,,
395,0.056,,
396,0.068,,
397,0.049,,
398,0.066,,
399,0.101,,
400,0.150,,
401,0.140,,
402,0.409,,
403,0.723,,
404,1.14,,
405,0.632,,
406,0.203,,
407,0.443,,
408,0.521,,
409,0.335,,
410,0.125,,
411,0.087,,
412,0.078,,
413,0.063,,
414,0.031,,
415,0.029,,
416,0.028,,
417,0.029,,
