Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530091203
Firmware Version,2.4
Calibration Date,03/19/2010
Test Name,8530A_10-0_004
Test Start Time,02:57:18 PM
Test Start Date,07/05/2010
Test Length [D:H:M],0:0:22
Test Interval [M:S],0:1
Mass Average [mg/m3],0.037
Mass Minimum [mg/m3],0.011
Mass Maximum [mg/m3],4.55
Mass TWA [mg/m3],0.002
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,1378

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.013,,
2,0.013,,
3,0.013,,
4,0.013,,
5,0.012,,
6,0.014,,
7,0.015,,
8,0.015,,
9,0.014,,
10,0.015,,
11,0.019,,
12,0.018,,
13,0.014,,
14,0.015,,
15,0.018,,
16,0.020,,
17,0.017,,
18,0.014,,
19,0.015,,
20,0.014,,
21,0.016,,
22,0.014,,
23,0.015,,
24,0.015,,
25,0.014,,
26,0.014,,
27,0.015,,
28,0.016,,
29,0.015,,
30,0.015,,
31,0.014,,
32,0.019,,
33,0.024,,
34,0.015,,
35,0.015,,
36,0.016,,
37,0.016,,
38,0.015,,
39,0.014,,
40,0.019,,
41,0.018,,
42,0.016,,
43,0.015,,
44,0.016,,
45,0.015,,
46,0.015,,
47,0.015,,
48,0.015,,
49,0.014,,
50,0.013,,
51,0.015,,
52,0.015,,
53,0.016,,
54,0.016,,
55,0.015,,
56,0.014,,
57,0.014,,
58,0.016,,
59,0.017,,
60,0.015,,
61,0.015,,
62,0.016,,
63,0.016,,
64,0.015,,
65,0.017,,
66,0.017,,
67,0.016,,
68,0.015,,
69,0.015,,
70,0.014,,
71,0.014,,
72,0.014,,
73,0.018,,
74,0.020,,
75,0.015,,
76,0.019,,
77,0.019,,
78,0.015,,
79,0.014,,
80,0.015,,
81,0.017,,
82,0.016,,
83,0.017,,
84,0.018,,
85,0.018,,
86,0.100,,
87,0.139,,
88,0.024,,
89,0.020,,
90,0.021,,
91,0.017,,
92,0.018,,
93,0.018,,
94,0.016,,
95,0.018,,
96,0.019,,
97,0.017,,
98,0.016,,
99,0.015,,
100,0.015,,
101,0.014,,
102,0.015,,
103,0.016,,
104,0.014,,
105,0.017,,
106,0.019,,
107,0.018,,
108,0.016,,
109,0.015,,
110,0.017,,
111,0.016,,
112,0.014,,
113,0.014,,
114,0.014,,
115,0.013,,
116,0.016,,
117,0.019,,
118,0.016,,
119,0.015,,
120,0.015,,
121,0.014,,
122,0.015,,
123,0.014,,
124,0.015,,
125,0.014,,
126,0.013,,
127,0.013,,
128,0.013,,
129,0.014,,
130,0.014,,
131,0.014,,
132,0.015,,
133,0.017,,
134,0.018,,
135,0.017,,
136,0.019,,
137,0.019,,
138,0.013,,
139,0.014,,
140,0.016,,
141,0.014,,
142,0.014,,
143,0.015,,
144,0.015,,
145,0.014,,
146,0.013,,
147,0.015,,
148,0.021,,
149,0.031,,
150,0.043,,
151,0.036,,
152,0.014,,
153,0.014,,
154,0.015,,
155,0.014,,
156,0.043,,
157,0.051,,
158,0.016,,
159,0.018,,
160,0.016,,
161,0.016,,
162,0.016,,
163,0.018,,
164,0.020,,
165,0.019,,
166,0.019,,
167,0.019,,
168,0.020,,
169,0.021,,
170,0.018,,
171,0.015,,
172,0.016,,
173,0.018,,
174,0.017,,
175,0.016,,
176,0.017,,
