Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530091203
Firmware Version,2.6
Calibration Date,07/24/2010
Test Name,8530A_2-5_001
Test Start Time,12:49:37 PM
Test Start Date,11/23/2011
Test Length [D:H:M],0:1:1
Test Interval [M:S],0:1
Mass Average [mg/m3],0.009
Mass Minimum [mg/m3],0.001
Mass Maximum [mg/m3],0.093
Mass TWA [mg/m3],0.001
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,3687

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.007,,
2,0.010,,
3,0.017,,
4,0.018,,
5,0.021,,
6,0.025,,
7,0.024,,
8,0.015,,
9,0.016,,
10,0.016,,
11,0.015,,
12,0.015,,
13,0.018,,
14,0.019,,
15,0.018,,
16,0.019,,
17,0.017,,
18,0.016,,
19,0.015,,
20,0.017,,
21,0.018,,
22,0.014,,
23,0.017,,
24,0.019,,
25,0.017,,
26,0.017,,
27,0.019,,
28,0.016,,
29,0.015,,
30,0.016,,
31,0.017,,
32,0.019,,
33,0.028,,
34,0.017,,
35,0.016,,
36,0.016,,
37,0.021,,
38,0.022,,
39,0.015,,
40,0.015,,
41,0.018,,
42,0.013,,
43,0.015,,
44,0.012,,
45,0.011,,
46,0.015,,
47,0.016,,
48,0.014,,
49,0.017,,
50,0.015,,
51,0.016,,
52,0.016,,
53,0.011,,
54,0.012,,
55,0.013,,
56,0.012,,
57,0.013,,
58,0.014,,
59,0.015,,
60,0.016,,
61,0.017,,
62,0.015,,
63,0.017,,
64,0.015,,
65,0.017,,
66,0.017,,
67,0.014,,
68,0.017,,
69,0.012,,
70,0.012,,
71,0.011,,
72,0.012,,
73,0.013,,
74,0.012,,
75,0.010,,
76,0.011,,
77,0.011,,
78,0.012,,
79,0.013,,
80,0.013,,
81,0.016,,
82,0.019,,
83,0.012,,
84,0.010,,
85,0.010,,
86,0.010,,
87,0.014,,
88,0.018,,
89,0.010,,
90,0.010,,
91,0.008,,
92,0.009,,
93,0.011,,
94,0.012,,
95,0.010,,
96,0.010,,
97,0.010,,
98,0.015,,
99,0.016,,
100,0.011,,
101,0.013,,
102,0.011,,
103,0.010,,
104,0.020,,
105,0.021,,
106,0.010,,
107,0.009,,
108,0.011,,
109,0.011,,
110,0.011,,
111,0.009,,
112,0.010,,
113,0.011,,
114,0.009,,
115,0.010,,
116,0.014,,
117,0.010,,
118,0.009,,
119,0.009,,
120,0.007,,
121,0.008,,
122,0.008,,
123,0.009,,
124,0.011,,
125,0.008,,
126,0.008,,
127,0.009,,
128,0.010,,
129,0.010,,
130,0.013,,
131,0.014,,
132,0.008,,
133,0.011,,
134,0.012,,
135,0.010,,
136,0.008,,
137,0.009,,
138,0.009,,
139,0.008,,
140,0.008,,
141,0.008,,
142,0.008,,
143,0.008,,
144,0.007,,
145,0.008,,
146,0.007,,
147,0.009,,
148,0.009,,
149,0.009,,
150,0.011,,
151,0.011,,
152,0.010,,
153,0.007,,
154,0.008,,
155,0.008,,
156,0.009,,
157,0.007,,
158,0.006,,
159,0.007,,
