Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530100707
Firmware Version,2.10
Calibration Date,06/18/2012
Test Name,8530C_2-5_002
Test Start Time,09:16:01 AM
Test Start Date,11/05/2012
Test Length [D:H:M],0:0:46
Test Interval [M:S],0:1
Mass Average [mg/m3],0.041
Mass Minimum [mg/m3],0.014
Mass Maximum [mg/m3],0.092
Mass TWA [mg/m3],0.004
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,
Number of Samples,2784

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.058,,
2,0.060,,
3,0.062,,
4,0.059,,
5,0.056,,
6,0.054,,
7,0.052,,
8,0.051,,
9,0.050,,
10,0.050,,
11,0.049,,
12,0.048,,
13,0.048,,
14,0.048,,
15,0.048,,
16,0.049,,
17,0.048,,
18,0.047,,
19,0.045,,
20,0.045,,
21,0.046,,
22,0.047,,
23,0.045,,
24,0.044,,
25,0.045,,
26,0.046,,
27,0.046,,
28,0.047,,
29,0.046,,
30,0.044,,
31,0.045,,
32,0.045,,
33,0.046,,
34,0.046,,
35,0.045,,
36,0.045,,
37,0.047,,
38,0.046,,
39,0.045,,
40,0.046,,
41,0.046,,
42,0.046,,
43,0.045,,
44,0.046,,
45,0.045,,
46,0.046,,
47,0.045,,
48,0.045,,
49,0.044,,
50,0.045,,
51,0.045,,
52,0.044,,
53,0.046,,
54,0.047,,
55,0.046,,
56,0.043,,
57,0.043,,
58,0.045,,
59,0.045,,
60,0.046,,
61,0.047,,
62,0.047,,
63,0.047,,
64,0.044,,
65,0.045,,
66,0.046,,
67,0.047,,
68,0.046,,
69,0.046,,
70,0.047,,
71,0.047,,
72,0.046,,
73,0.045,,
74,0.045,,
75,0.045,,
76,0.045,,
77,0.045,,
78,0.046,,
79,0.045,,
80,0.045,,
81,0.045,,
82,0.045,,
83,0.045,,
84,0.044,,
85,0.047,,
86,0.048,,
87,0.045,,
88,0.045,,
89,0.048,,
90,0.046,,
91,0.045,,
92,0.046,,
93,0.046,,
94,0.045,,
95,0.045,,
96,0.046,,
97,0.045,,
98,0.045,,
99,0.045,,
100,0.046,,
101,0.045,,
102,0.046,,
103,0.044,,
104,0.045,,
105,0.046,,
106,0.044,,
107,0.043,,
108,0.044,,
109,0.045,,
110,0.045,,
111,0.045,,
112,0.045,,
113,0.044,,
114,0.045,,
115,0.046,,
116,0.045,,
117,0.046,,
118,0.045,,
119,0.044,,
120,0.044,,
121,0.045,,
122,0.044,,
123,0.044,,
124,0.045,,
125,0.046,,
126,0.048,,
127,0.046,,
128,0.045,,
129,0.045,,
130,0.044,,
131,0.044,,
132,0.045,,
133,0.045,,
134,0.045,,
135,0.044,,
136,0.045,,
137,0.047,,
138,0.045,,
139,0.044,,
140,0.045,,
141,0.046,,
142,0.044,,
143,0.044,,
144,0.044,,
145,0.045,,
146,0.045,,
147,0.045,,
148,0.042,,
