Instrument Name,DustTrak II
Model Number,8530
Serial Number,8530100707
Firmware Version,2.10
Calibration Date,06/18/2012
Test Name,8530C_2-5_001
Test Start Time,04:31:42 PM
Test Start Date,10/15/2012
Test Length [D:H:M],0:1:25
Test Interval [M:S],0:1
Mass Average [mg/m3],0.030
Mass Minimum [mg/m3],0.000
Mass Maximum [mg/m3],4.52
Mass TWA [mg/m3],0.005
Photometric User Cal,1.00
Flow User Cal,1.00
Errors,Flow Error
Number of Samples,5120

Elapsed Time [s],Mass [mg/m3],Alarms,Errors
1,0.010,,
2,0.012,,
3,0.013,,
4,0.011,,
5,0.011,,
6,0.012,,
7,0.012,,
8,0.010,,
9,0.010,,
10,0.011,,
11,0.012,,
12,0.012,,
13,0.012,,
14,0.012,,
15,0.011,,
16,0.011,,
17,0.012,,
18,0.012,,
19,0.011,,
20,0.012,,
21,0.012,,
22,0.011,,
23,0.011,,
24,0.012,,
25,0.012,,
26,0.012,,
27,0.012,,
28,0.011,,
29,0.013,,
30,0.012,,
31,0.011,,
32,0.012,,
33,0.012,,
34,0.012,,
35,0.012,,
36,0.012,,
37,0.012,,
38,0.011,,
39,0.011,,
40,0.012,,
41,0.012,,
42,0.012,,
43,0.012,,
44,0.012,,
45,0.013,,
46,0.013,,
47,0.012,,
48,0.012,,
49,0.012,,
50,0.011,,
51,0.012,,
52,0.013,,
53,0.013,,
54,0.013,,
55,0.013,,
56,0.014,,
57,0.012,,
58,0.011,,
59,0.012,,
60,0.013,,
61,0.014,,
62,0.014,,
63,0.013,,
64,0.013,,
65,0.014,,
66,0.015,,
67,0.014,,
68,0.013,,
69,0.013,,
70,0.012,,
71,0.011,,
72,0.013,,
73,0.013,,
74,0.013,,
75,0.013,,
76,0.014,,
77,0.015,,
78,0.014,,
79,0.014,,
80,0.014,,
81,0.013,,
82,0.014,,
83,0.015,,
84,0.014,,
85,0.014,,
86,0.015,,
87,0.013,,
88,0.013,,
89,0.014,,
90,0.013,,
91,0.012,,
92,0.013,,
93,0.014,,
94,0.014,,
95,0.014,,
96,0.013,,
97,0.012,,
98,0.013,,
99,0.013,,
100,0.015,,
101,0.014,,
102,0.014,,
103,0.015,,
104,0.014,,
105,0.014,,
106,0.014,,
107,0.013,,
108,0.013,,
109,0.013,,
110,0.014,,
111,0.015,,
112,0.016,,
113,0.014,,
114,0.014,,
115,0.014,,
116,0.015,,
117,0.014,,
118,0.014,,
119,0.015,,
120,0.015,,
121,0.014,,
122,0.014,,
123,0.013,,
124,0.015,,
125,0.016,,
126,0.013,,
127,0.013,,
128,0.014,,
129,0.014,,
130,0.014,,
131,0.013,,
132,0.013,,
133,0.015,,
134,0.015,,
135,0.014,,
136,0.013,,
137,0.014,,
138,0.018,,
139,0.025,,
140,0.027,,
141,0.022,,
142,0.020,,
143,0.018,,
144,0.014,,
145,0.012,,
146,0.014,,
147,0.015,,
148,0.014,,
149,0.014,,
150,0.020,,
151,0.023,,
152,0.016,,
153,0.014,,
154,0.013,,
155,0.014,,
156,0.016,,
157,0.014,,
158,0.014,,
159,0.016,,
160,0.015,,
161,0.014,,
162,0.014,,
163,0.015,,
164,0.015,,
165,0.014,,
166,0.015,,
167,0.014,,
168,0.015,,
169,0.018,,
170,0.020,,
171,0.018,,
172,0.018,,
173,0.017,,
174,0.018,,
175,0.019,,
176,0.020,,
177,0.019,,
178,0.019,,
179,0.020,,
180,0.021,,
181,0.018,,
182,0.017,,
183,0.015,,
184,0.015,,
185,0.017,,
186,0.015,,
187,0.016,,
188,0.016,,
189,0.016,,
190,0.014,,
191,0.014,,
192,0.014,,
193,0.015,,
194,0.015,,
195,0.014,,
196,0.013,,
197,0.014,,
198,0.015,,
199,0.015,,
200,0.014,,
201,0.014,,
202,0.015,,
203,0.014,,
204,0.013,,
205,0.015,,
206,0.018,,
207,0.018,,
208,0.015,,
209,0.015,,
210,0.014,,
211,0.013,,
212,0.014,,
213,0.014,,
214,0.014,,
215,0.015,,
216,0.016,,
217,0.015,,
218,0.017,,
219,0.017,,
220,0.015,,
221,0.014,,
222,0.015,,
223,0.017,,
224,0.025,,
225,0.026,,
226,0.019,,
227,0.004,,
228,0.000,,
229,0.000,,
230,0.000,,
231,0.000,,
232,0.000,,
233,0.208,,
234,0.525,,
235,0.553,,
236,1.20,,
237,1.79,,
238,0.853,,
239,1.18,,
240,0.755,,
241,0.471,,
242,0.251,,
243,0.060,,
244,0.290,,
245,0.870,,
246,0.570,,Flow Error
247,0.100,,Flow Error
248,0.364,,Flow Error
249,0.245,,Flow Error
250,0.050,,Flow Error
251,0.187,,Flow Error
252,0.206,,Flow Error
253,0.218,,Flow Error
254,0.209,,Flow Error
255,0.124,,Flow Error
256,2.46,,Flow Error
257,4.11,,Flow Error
258,0.896,,Flow Error
259,0.515,,Flow Error
260,0.147,,Flow Error
261,0.230,,Flow Error
262,0.124,,Flow Error
263,0.140,,Flow Error
264,0.318,,Flow Error
265,0.229,,Flow Error
266,0.175,,Flow Error
267,0.276,,Flow Error
268,1.33,,Flow Error
269,2.09,,Flow Error
270,0.291,,Flow Error
271,0.925,,Flow Error
272,1.12,,Flow Error
273,0.332,,Flow Error
274,0.331,,Flow Error
275,0.405,,Flow Error
276,0.616,,Flow Error
277,0.510,,Flow Error
278,0.068,,Flow Error
279,0.015,,Flow Error
280,0.162,,Flow Error
281,0.146,,Flow Error
282,0.009,,Flow Error
283,0.073,,Flow Error
284,0.209,,Flow Error
285,0.063,,Flow Error
286,0.125,,Flow Error
287,0.109,,Flow Error
288,0.111,,Flow Error
289,0.112,,Flow Error
290,0.079,,Flow Error
291,0.055,,Flow Error
292,0.170,,Flow Error
293,0.154,,Flow Error
294,0.126,,Flow Error
295,0.070,,Flow Error
296,0.113,,Flow Error
297,0.342,,Flow Error
298,0.420,,Flow Error
299,0.114,,Flow Error
300,0.051,,Flow Error
301,0.077,,Flow Error
302,0.086,,Flow Error
303,0.222,,Flow Error
304,0.220,,Flow Error
305,0.101,,Flow Error
306,0.092,,Flow Error
307,0.275,,Flow Error
308,0.409,,Flow Error
309,0.051,,Flow Error
310,0.113,,Flow Error
311,0.125,,Flow Error
312,0.140,,Flow Error
313,0.092,,Flow Error
314,0.260,,Flow Error
315,0.325,,Flow Error
316,0.129,,Flow Error
317,0.034,,Flow Error
318,0.015,,
319,0.012,,
320,0.012,,
321,0.014,,
322,0.014,,
323,0.013,,
324,0.012,,
325,0.014,,
326,0.014,,
327,0.015,,
328,0.015,,
